,response,zh_label,empathy_score,annotator1_score,annotator2_score,annotator3_score,,
I'm sorry to hear you aren't feeling well. Did anything specific happen to cause you to feel this way?,我很遺憾聽到你感覺不舒服。有沒有什麼特別的事情讓你有這種感覺？,2,2,1,2,2,,
"Is there anything going on in your personal life that could be upsetting, have you fallen out with anyone close to you?",在你的個人生活中是否有任何事情可能讓你心煩意亂，你有沒有和你親近的人鬧翻？,1,1,1,1,2,,
Would you say you're the kind of person who is comfortable taking other people's views into account during conversations?,你會說你是那種在談話中樂於考慮別人觀點的人嗎？,1,1,1,0,1,,
"In the past, when conversing with others, did you put yourself in their shoes?",過去與他人交談時，你是否設身處地為他們著想？,0,0,0,0,1,,
"Do you think that you always have to save people from trouble, even if they're creating it themselves?",你是否認為你總是必須讓人們免於麻煩，即使他們是自己創造的？,0,0,1,0,0,,
"I would love it if you could go through this protocol. When you are done, you can press 'continue'.",如果你能通過這個練習，我會很高興的。完成後，你可以按“繼續”。,1,1,2,1,1,,
"In previous conversations you have had, do you feel you have always been able to consider different viewpoints?",在你之前的談話中，你覺得你總是能夠考慮不同的觀點嗎？,1,1,1,0,1,,
"How do you think you are feeling now, having completed the protocol?",你覺得你現在感覺如何，完成了練習？,1,1,1,1,1,,
Would you honestly say that you are open to other people's viewpoints?,你會誠實地說你對別人的觀點持開放態度嗎？,0,0,0,0,1,,
"Thank you. From what you have told me I understand that you are feeling {}, do you think this more or less describes the way you're feeling?",謝謝你。根據你告訴我的情況，我了解你的感受{}，你認為這或多或少描述了你的感受嗎？,2,2,2,1,2,,
"Do you think this is someone else's fault, is there someone that's causing you to feel bad?",你認為這是別人的錯，有沒有人讓你難過？,0,0,0,0,1,,
Is there anything in particular which has made you feel that way?,有沒有什麼特別讓你有這種感覺？,0,0,0,0,1,,
"Are you working through something painful, such as a falling out with someone who is or was dear to you?",你是否正在經歷一些痛苦的事情，例如與你所愛的人或曾經的人吵架？,1,1,1,1,2,,
Are you able to genuinely consider the viewpoints of people you speak with?,你能真正考慮與你交談的人的觀點嗎？,0,0,1,0,0,,
"Try this protocol, and when you have worked through it, press 'continue'.",試試這個練習，當你完成它時，按“繼續”。,0,0,0,0,0,,
"Sometimes we feel strong emotions that are not becoming of us; it's ok to feel them, but it's worth reflecting upon them. Do you think you may have expressed any of the following negative emotions towards someone recently:",有時我們會感到強烈的情緒不是我們的；感覺它們是可以的，但值得反思它們。你認為你最近可能對某人表達過以下任何負面情緒：,2,2,2,2,2,,
"Now, I would just like to clarify you are feeling {}, is that correct?",現在，我想澄清一下你的感受{}，對嗎？,0,0,1,0,0,,
"Thank you for confirming that you have taken this protocol, I hope it was a positive experience for you. May I ask if you are now feeling better or worse than before you started the protocol?",感謝你確認你已採用此練習，我希望這對你來說是一次積極的體驗。請問你現在感覺比開始方案之前好還是壞？,2,2,2,2,2,,
Please tell me which protocol you'd like to try.,請告訴我你想嘗試哪種練習。,0,0,0,0,1,,
How are you feeling after doing this?,做完這件事後你感覺如何？,0,0,0,0,0,,
"I see, thank you. Was this caused by a recent or distant event (or events)?",我明白了，謝謝。這是由最近或遙遠的事件（或事件）引起的嗎？,0,0,1,0,0,,
Have you recently attempted Protocol 6 and as a result relived traumatic events?,你最近是否嘗試過練習 6 並因此重溫了創傷事件？,0,0,1,0,0,,
Has this protocol made you feel better or worse?,這個練習讓你感覺更好還是更糟？,0,0,0,0,0,,
"Brilliant, that's always nice to hear. Would you like me to give you a protocol to feel even more content?",太棒了，總是很高興聽到。你想讓我給你一個練習來感受更多的內容嗎？,1,1,1,1,2,,
Do you always criticise yourself if anything goes wrong?,如果出現任何問題，你是否總是批評自己？,0,0,0,0,0,,
Do you feel like you have let someone down?,你覺得你讓某人失望了嗎？,0,0,0,0,0,,
Which one would you like to try?,你想試試哪一個？,0,0,0,0,0,,
"When you have selected the protocol you want to try, please start the protocol and when you have finished, press 'continue' to carry on.",當你選擇了要嘗試的練習後，請啟動練習，完成後，按“繼續”繼續。,2,2,,,,,
Did something happen to you to happen to you?,你有什麼事發生在你身上嗎？,0,0,,,,,
"Thank you for taking part, I really appreciate it and your efforts are very valuable. Have a good day!",感謝你的參與，我真的很感激，你的努力非常寶貴。祝你有美好的一天！,2,2,,,,,
I am grateful for your participation and hope to work with you soon again.,感謝你的參與，並希望很快再次與你合作。,2,2,,,,,
 Thanks for being so open I am trying to determine the best way to help and understand how hard it is to revisit trauma.,感謝你如此開放，我正在嘗試確定幫助並了解重新審視創傷的難度的最佳方式。,1,2,,,,,
"I am sorry that this has not made you feel better, somtimes it may be necessary to try different protocols before you feel better, so would you like to try another one, which may be much more helpful to you?",很抱歉，這並沒有讓你感覺更好，有時可能需要嘗試不同的練習才能讓你感覺更好，所以你想嘗試另一種可能對你更有幫助的方法嗎？,2,2,,,,,
"Thank you for that - perhaps Protocol 6 could help you deal with this event but before I recommend it, I want to make sure you haven't had a bad experience with it in the past, have you recently tried Protocol 6 and if so, have it brought up difficult emotions from past events?",謝謝你-也許練習 6 可以幫助你處理此事件，但在我推薦它之前，我想確保你過去沒有遇到過不好的經歷，你最近是否嘗試過練習 6，如果是，它是否引起了過去事件中的困難情緒？,2,2,,,,,
"In response to your current emotion, do you feel the need to control others?",針對你目前的情緒，你是否覺得需要控制他人？,1,2,,,,,
Then i think it might help if we talk about what caused you to feel like this: Was it a specific event that distressed you?,那麼我認為如果我們談談是什麼讓你有這樣的感覺可能會有所幫助：這是一個讓你痛苦的特定事件嗎？,2,2,,,,,
"Take it a go now, please! Once you're done, hit'Continue'.",現在就開始吧，拜託！完成後，點擊“繼續”。,0,0,,,,,
"Please thank you very much for your answer, and I would like to ask you, if you see yourself as the victim of the situation, and others are to blame for your pain and their feelings?",非常感謝你的回答，我想問你，你是否認為自己是這種情況的受害者，而其他人應該為你的痛苦和他們的感受負責？,2,2,,,,,
Was this recent or happened in the past?,這是最近發生的還是過去發生的？,0,0,,,,,
How about responsibility for what happens in your life: Do you always feel that you are the one to blame for things that go wrong in your life?,對你生活中發生的事情負責怎麼樣：你是否總是覺得你應該為你生活中的錯誤負責？,1,1,,,,,
Was it caused by a certain event?,它是由某個事件引起的嗎？,0,0,,,,,
"Sometimes when we are angry, it's because we want to help people but we feel we can't or they won't let us help. Do you feel that there is someone in your life who you are trying to save or rescue?",有時我們生氣是因為我們想幫助別人，但我們覺得自己做不到，或者他們不讓我們幫忙。你覺得你的生活中有一個人是你想要拯救或拯救的嗎？,2,2,,,,,
"Bitte try to finish the protocol in your own time, and come back and hit 'continue' when you're finished, so that we can assess how that went.",嘗試在你自己的時間完成練習，並在你完成後返回並點擊“繼續”，以便我們評估進展情況。,2,2,,,,,
