response,empathy_score,fluency_score,sentiment_score
Thank you 你咁有耐性嘅回答，我知道呢個可能好難。如果可以嘅話，我想再問一D問題，咁我就可以建議最好嘅練習。,1,0.28,0.933671552
多謝你咁有耐性。如果你唔介意，我仲有幾個問題想問，可以幫我進一步咁了解情況。,0.5,0.24,0.923963422
Thank you 你同我分享。我想再問你一D問題，咁樣我先可以揾到困擾你嘅根源。,1,0.15,0.803332081
我想再問你幾個問題，可以更好咁了解情況。,0,0.15,0.921833897
多謝你分享你嘅感受。我有幾個問題想問，咁可以幫我進一步咁了解情況。,0.5,0.18,0.997807842
我想再問你一D問題，咁我可以更加好咁理解點解你會有呢種感覺。,0.5,0.2,0.985970187
多謝你同我分享所有嘢，我諗講關於自己嘅嘢一定好難。我想問多幾個問題去幫我更好咁了解你正係經歷緊嘅嘢。,1,0.21,0.944945509
非常多謝你同我分享關於你嘅嘢。我只需要問幾個問題就可以更好咁了解你而家正係處理嘅問題。,1,0.3,0.973506201
聽到你情緒低落，我好遺憾。我地試吓通過答幾個問題嚟揾一D可能會幫你感覺更好嘅方法好冇啊？,1,0.13,0.875297507
Thank you ，希望我可以更好咁了解你最近嘅困難。如果可以嘅話，我而家仲有幾個問題想問你。,0.5,0.23,0.933796818
多謝你俾我知道，我好感激。我而家想問幾個關於正係發生緊嘅嘢嘅問題，咁樣我就可以更好咁了解究竟發生緊咩事。,1,0.23,0.935550545
感謝分享。請俾我問你幾個問題，咁樣我可以更好咁了解我可以點樣提供幫助。,0.5,0.26,0.930853063
Thank you 你同我分享。而家我想問你一D問題，咁樣我就可以更好咁了解究竟發生緊咩事,0.5,0.18,0.991607165
我好感激你同我分享。如果你覺得合適，我希望你而家同我分享多D。,1,0.19,0.383940874
多謝你積極分享，我知道講關於自己一D都唔易。我仲有幾個問題想問，跟住試吓更好咁了解你嘅處境同埋應該點樣幫你。,1,0.2,0.960227984
我理解你好擔心，係呢種複雜嘅情況吓呢個係完全正常嘅。我而家有幾個問題想問你，咁我可以更了解而家發生緊嘅事。,1,0.21,0.692471502
Thank you 你今日同我分享你自己！我仲有一D問題要問，咁我可以更好咁了解你嘅情況。,0.5,0.25,0.992671928
多謝你嘅分享。而家我想更好咁了解你嘅情況，如果可以嘅話，我想問更多關於你嘅感受嘅問題。,1,0.29,0.94901666
我明白呢個對你可能唔容易。我而家好想再問一D問題，可唔可以啊？,1,0.23,0.886007767
好對唔住令你覺得難受，係我嘗試進一步調查時請耐心等待。而家我會問你幾個問題，幫我更好咁了解你目前嘅情況。,1,0.15,0.975698359
多謝你同我分享關於你嘅嘢，我仲有幾個問題想問，咁可以俾我更加知道可以點樣幫你。,0.5,0.2,0.959163222
Thank you 你話俾我知。你介唔介意我問你一D關於呢啲感受嘅問題？,0.5,0.15,0.982212201
多謝你同我分享你嘅感受，多謝你嘅信任。如果你唔介意，我而家將會問你幾個問題去更好咁了解情況。,1,0.27,0.938870099
Thank you ！聽到你正係經歷呢個我好遺憾。我想再問一D問題，咁可以俾我知道可以點樣幫你。,1,0.15,0.991231367
Thank you ，多謝你同我分享，我知道呢個可能好難。我想再問幾個問題，幫我更好咁了解你嘅情況。,1,0.2,0.949768258
多謝你對我坦白，我理解呢個可能好難。我想再問你幾個問題，以便我可以更好咁幫你，如果你冇問題嘅話。,1,0.31,0.875297507
我好開心你可以分享你嘅情緒。我想再問你幾個問題，可以更好咁了解情況。,1,0.18,0.930101466
我想幫你發洩你嘅擔心。等我試吓揾吓問題嘅答案！,0.5,0.07,0.938870099
我好感激你同我分享。我想再問幾個問題，幫我去了解你嘅情況。,1,0.14,0.692471502
我好遺憾聽到你正係經歷緊呢一切。而家我會問你一D問題嚟了解發生咗咩事。,0.5,0.13,0.725980208
我好感激你同我分享。我仲有幾個問題想問，得唔得啊？,0.5,0.16,0.992671928
多謝你同我分享關於你嘅嘢，我知道對呢D事坦白可能好難。而家我會問你幾個問題，幫我更好咁了解你目前嘅情況。,1,0.19,0.989039208
多謝你到目前為止嘅回答。如果可以嘅話，我想問更多關於你嘅感受嘅問題。,1,0.29,0.94901666
好開心你可以話俾我知，Thank you ！而家，如果你冇問題，我想再問你一D嘢，咁我就可以更加清楚知道發生咗咩事。,0.5,0.23,0.94901666
我可以理解擔心係咩感覺，並想提供幫助。如果你唔介意嘅話。,1,0.21,0.930101466
好好，Thank you 你嘅坦率和誠實。我想問一D問題，以便我更好咁了解你嘅情況。,1,0.14,0.951459351
多謝你到目前為止嘅合作。如果你同意，我想繼續提出一D問題，幫我更好咁了解你嘅情況。,1,0.23,0.964862834
你而家嘅感受係一種正常嘅情緒。我想問一D問題去了解你呢種感覺嘅原因。,1,0.21,0.951459351
多謝你到目前為止嘅耐心等待。我仲有幾個問題想問，咁可以俾我更加知道可以點樣幫你。,0.5,0.25,0.970875611
我相信如果我地一齊努力，你會感覺更好。我而家好想再問一D問題，可唔可以啊？,0.5,0.23,0.988788676
Thank you 你同我分享。我仲有幾個問題想問，咁可以俾我更加知道可以點樣幫你。,0.5,0.21,0.962106977
我好開心你同我分享。我而家可以問一D問題嚟make sure我understand個situation嗎？,0.5,0.07,0.912689465
Thank you 你嘅誠實，我知道呢個可能好難。我仲有幾個問題想問，咁可以俾我更加知道可以點樣幫你。,1,0.24,0.938870099
多謝你俾我知道。我想問多幾個問題嚟更加了解你。,0.5,0.36,0.991231367
多謝你同我分享關於你嘅嘢。我而家想再問你一D問題，咁可以俾我知道可以點樣幫你。,0.5,0.17,0.982149568
希望係我嘅幫助吓你會感覺好咗。等我深入咁了解一下呢個問題嘅根源。,0.5,0.15,0.949768258
多謝你嘅回覆。我可以問多幾個問題嚟幫我更加好咁理解你嘅擔心嗎？,0.5,0.2,0.925403983
Thank you ！真係好有幫助。如果你ok嘅話，我想再問多幾個問題。,0.5,0.11,0.875297507
多謝你嘅分享，你有呢個情緒完全係正常嘅。而家，如果你唔介意嘅話，我想再問你一D問題更好咁了解你嘅情況。,1,0.22,0.938870099
,,,
你會話你傾向於幫其他人，甚至可以犧牲自己嘅幸福作為代價嗎？,1,0.12,0.383940874
樂於助人係好好嘅性格，但係，如果我地開始忘記自己嘅幸福，呢種思想會變得唔健康。你認為專注於幫助其他人成長俾專注於自己更重要嗎？,1,0.2,0.956156833
多謝你嘅合作。你覺得係咪唔應該再將生活中嘅其他人從佢地自己嘅問題中解救出嚟？,1,0.17,0.844294125
我想了解一下你點樣睇自己係社交圈入面嘅角色。你係咪經常覺得拯救其他人係你嘅責任？或者其他人希望你咁樣做？,1,0.24,0.979017913
最近，你係咪覺得自己有責任拯救身邊周圍嘅人，甚至可以犧牲自己嘅時間嚟幫助佢地解決問題？,0.5,0.18,0.86665414
我理解你正係處理緊困難嘅情緒。你覺得你應該係你嘅生活中拯救其他人嗎？,1,0.15,0.972378805
有時，我地擔心係因為我地想幫其他人，但我地覺得我地做唔到，或者佢地唔俾我地做。你係咪覺得係你嘅生命入面，有一個你想要幫嘅人？,1,0.29,0.927220343
多謝你嘅信任，你相信你可以或者應該成為其他人嘅救星嗎？,0.5,0.17,0.84398096
Thank you！你做得好好。如果我問你，你覺得自己正係努力咁拯救/幫你身邊周圍嘅人嗎？,0.5,0.17,0.980834273
等我地試吓了解係咪有更深層次嘅事令你感到呢種擔心。最近有冇發生咩事，你係咪對某個人覺得內疚，或者係一個你想幫但幫唔到嘅人？,0.5,0.17,0.947576099
Thank you 你同我分享。為咗我可以更好咁幫你，你可唔可以話俾我知，你係咪一直覺得係生活入面幫其他人，或者拯救佢地係你嘅責任？,1,0.2,0.896029062
等我地試吓揾出令你感到呢種擔心更深層次嘅原因。可能係因為你無辦法將生活入面嘅某個人從佢地自己嘅問題中解救出嚟而感到擔心？,1,0.23,0.319616685
你係咪覺得自己有責任拯救身邊周圍嘅人，甚至犧牲自己嘅時間嚟幫佢地克服問題？,0.5,0.16,0.965614431
我理解你正係處理緊困難嘅情緒。你覺得你應該係你嘅生活中拯救其他人嗎？,1,0.15,0.867280471
有時，我地擔心係因為我地想幫其他人，但我地覺得我地做唔到，或者佢地唔俾我地做。你係咪覺得係你嘅生命入面，有一個你想要幫嘅人？,1,0.29,0.996304647
多謝你嘅信任，你相信你可以或者應該成為其他人嘅救星嗎？,0.5,0.17,0.919641739
Thank you！你做得好好。如果我問你，你覺得自己正係努力咁拯救/幫你身邊周圍嘅人嗎？,0.5,0.17,0.828698484
等我地試吓了解係咪有更深層次嘅事令你感到呢種擔心。最近有冇發生咩事，你係咪對某個人覺得內疚，或者係一個你想幫但幫唔到嘅人？,0.5,0.17,0.844294125
Thank you 你同我分享。為咗我可以更好咁幫你，你可唔可以話俾我知，你係咪一直覺得係生活入面幫其他人，或者拯救佢地係你嘅責任？,1,0.2,0.973506201
等我地試吓揾出令你感到呢種擔心更深層次嘅原因。可能係因為你無辦法將生活入面嘅某個人從佢地自己嘅問題中解救出嚟而感到擔心？,1,0.23,0.973506201
你係咪覺得自己有責任拯救身邊周圍嘅人，甚至犧牲自己嘅時間嚟幫佢地克服問題？,0.5,0.16,0.962044344
我理解你正係處理緊困難嘅情緒。你覺得你應該係你嘅生活中拯救其他人嗎？,1,0.15,0.970938244
我知道你正係經歷一個艱難嘅時刻，我相信深入了解呢D情緒嘅本質將幫助我了解最好嘅解決方案。你係咪曾經對一個人或多個人感到或表達過以下任何情緒：,1,0.24,0.810346987
你話俾我知你感到擔心，而家我想更好咁了解你嘅情緒。你有冇強烈咁感受過，或者向其他人表達過以下情緒：,1,0.21,0.960791682
我跟住會俾你一個情緒嘅 list，請你諗吓，然後話俾我知你係咪對其中嘅任何一個有強烈嘅感受或對某個人表達過其中嘅任何一個情緒：,1,0.18,0.956783164
我理解你感到擔心。除咗呢種感覺，你最近係咪亦都有對某個人有以下任何一種情緒：,1,0.19,0.907804084
我完全理解你嘅感受。如果我可以問，你係咪覺得你已經向某個人表達過以下任何情緒：,1,0.23,0.898847551
有時，擔心可能會導致對其他人缺乏信任、對其他人感到擔心或想要報復。你係咪覺得你嘅擔心可能導致你感受到以下任何其他情緒：,1,0.29,0.828322686
每個人係一日入面會面對好多情緒，而並唔係所有嘅情緒都係正面嘅。我想問你，你最近有冇特別感受到以下任何一種情緒：,0.5,0.25,0.917386947
有時我地會向他人表示嫉妒、貪婪、嫉妒、仇恨或惡意嘅感覺，過去嘅唔信任會導致報復嘅想法，但請放心，所有呢D情緒都係完全正常嘅。你認為你可能會感受到以下任何一種情緒：,1,0.2,0.967180258
我理解你講你有擔心嘅感覺，唔知道你係咪仲記得你對另一個人有過其他強烈嘅情緒。你認為以下任何一個可能適用於你最近嘅感受：,1,0.22,0.933671552
有時，我地會被負面情緒淹沒。你係咪對某個人有過呢D情緒：,1,0.15,0.847488413
好開心你已經認識到你目前嘅感受，等我地睇吓我地係咪可以識別其他一直困擾著你嘅負面情緒。你最近係咪對任何人感到或表達過以下任何一種情緒：,1,0.23,0.797131404
我認為有時擔心可能會帶嚟其他強烈嘅情緒。你可唔可以話俾我知你係咪對某個人有過或表達過以下任何情緒：,1,0.18,0.963923337
情緒往往難以識別，我認為你做得好好。重點係我地了解我地嘅情緒係係邊到形成，所以我想問吓你最近係咪有過以下感受：,1,0.23,0.875297507
我知道當我擔心嘅時候，我會做出負面嘅反應。我想知道你係咪都遇到過同樣嘅情況。如果我可以問，你會話你對某個人有強烈嘅感受或表達過以下任何一種情緒嗎：,1,0.24,0.996304647
我知道你講你今日感到擔心，我想知道你係咪有其他負面情緒。呢D情緒中嘅任何一種係你過去或而家感受到嘅：,1,0.25,0.383940874
有時我地會感到強烈嘅情緒，而呢D情緒並唔符合我地平常嘅表現。你認為你最近係咪可能對某個人表達過以下任何負面情緒：,1,0.2,0.937241638
如果可以嘅話，我想知道你最近係咪經歷過任何負面和難以處理嘅情緒。你有對過你認識嘅人有強烈嘅感受或表達過以下任何情緒：,1,0.24,0.937241638
當我地感覺唔舒服時，對其他人嘅負面情緒會留係我地嘅腦入面。最近有冇任何呢D情緒困擾著你：,1,0.14,0.938870099
你係咪對生活中嘅任何人強烈感受到或表達過以下任何情緒：,0,0.15,0.926218214
你係咪經歷過以下任何情緒或想向另一個人表達佢地：,0,0.13,0.635663284
你有冇對過其他人強烈感受到或表達過以下任何情緒：,0,0.09,0.635663284
我了解你正係經歷緊一個艱難嘅時刻。你有冇曾經對一個或多個人有過或表達過以下任何情緒：,0.5,0.18,0.921207566
為咗幫你，你可唔可以指出你係咪對其他人有以下任何情緒：,0.5,0.17,0.924151322
過去，你係咪曾對某個人有以下任何情緒或行為：,0,0.17,0.464111236
如果你經歷過以下任何情緒或想向另一個人表達呢D情緒，你可唔可以話俾我知：,0,0.19,0.635663284
你有冇係任何時候對某個人表達或感受到以下任何情緒：,0,0.18,0.889640486
